bl_part_id,weight,source
6203pb09,2.2,ITEMID
33031pb12,2.75,ITEMID
33031pb13,2.75,ITEMID
6874pb03,24.0,ITEMID
46462foil,0.11,ITEMID
clikits221pb01,0.11,ALTITEMID
46844foil,0.03,ITEMID
clikits222pb01,0.03,ALTITEMID
30144pb067,6.73,ITEMID
30144pb069,6.73,ITEMID
973pb0508c01,0.82,ITEMID
4066pb356,8.0,ITEMID
8197stk02,1.0,ITEMID
88160,1.0,ALTITEMID
87792,9.0,ITEMID
64297pb01,5.0,ITEMID
87793pb01,7.4,ITEMID
973pb0619c01,1.27,ITEMID
973pb0619,0.82,ITEMID
973pb0508,0.82,ITEMID
5979stk01,0.87,ITEMID
87236,0.87,ALTITEMID
87080,2.5,ITEMID
87082,0.5,ITEMID
44874,0.5,ALTITEMID
54095pb01L,13.2,ITEMID
54095pb01R,13.3,ITEMID
x224pb010,7.1,ITEMID
6239pb019,2.1,ITEMID
6179pb021,1.94,ITEMID
4162pb033R,1.06,ITEMID
4162pb033L,1.06,ITEMID
4162pb035R,1.06,ITEMID
4162pb035L,1.06,ITEMID
2465pb09,6.5,ITEMID
2465pb10,6.5,ITEMID
3069pb0112,0.26,ITEMID
3069bpb0112,0.26,ALTITEMID
64681pb001,4.0,ITEMID
64393pb001,4.0,ITEMID
52035pb04,6.35,ITEMID
47753pb009,2.0,ITEMID
973pb0303c02,1.25,ITEMID
30144pb070,6.73,ITEMID
3626pb0397,0.54,ITEMID
87758pb01,1.29,ITEMID
973pb0620c01,1.24,ITEMID
87081pb001,3.04,ITEMID
3001pb066,2.34,ITEMID
6536pb01,0.39,ITEMID
6091pb002,0.65,ITEMID
3626pb0398,0.54,ITEMID
3626bpb0398,0.54,ALTITEMID
3626cpb0398,0.54,ALTITEMID
3626pb0399,0.54,ITEMID
3626bpb0399,0.54,ALTITEMID
3626cpb0399,0.54,ALTITEMID
3855pb015,1.7,ITEMID
59133px1,28.0,ITEMID
59273px1,74.0,ITEMID
59135,52.0,ITEMID
64394,4.5,ITEMID
64680,4.5,ITEMID
2465pb11,6.5,ITEMID
71402,110.0,ITEMID
31063,86.0,ITEMID
4354c03pb01,114.0,ITEMID
3626pb0400,0.54,ITEMID
87757pb01,1.44,ITEMID
87749,4.07,ITEMID
973pb0621c01,1.3,ITEMID
973pb0621,0.81,ITEMID
973pb0620,0.82,ITEMID
87748pb04,1.1,ITEMID
87750,2.6,ITEMID
87407,0.8,ITEMID
8059stk01,0.2,ITEMID
89142,0.2,ALTITEMID
8057stk01,0.3,ITEMID
8061stk01,0.76,ITEMID
89144,0.76,ALTITEMID
87748pb05,1.0,ITEMID
30562pb003,5.65,ITEMID
30086c01pb02,14.57,ITEMID
30087c01pb02,14.57,ALTITEMID
75977pb02,14.57,ALTITEMID
30086c01pb03,14.5,ITEMID
30087c01pb03,14.5,ALTITEMID
75977pb03,14.5,ALTITEMID
30086c01pb04,14.6,ITEMID
30087c01pb04,14.6,ALTITEMID
75977pb04,14.6,ALTITEMID
30388pb003,3.3,ITEMID
30388pb004,3.3,ITEMID
61780pb003,2.5,ITEMID
30562pb004,5.65,ITEMID
62576pb01,6.5,ITEMID
6075pb02,4.2,ITEMID
2454pb030,3.5,ITEMID
87086,2.5,ITEMID
6636pb019R,1.0,ITEMID
6636pb019L,1.0,ITEMID
3068pb0286,0.45,ITEMID
3068bpb0286,0.45,ALTITEMID
31304pb01,20.0,ITEMID
31304pb02,20.0,ITEMID
4162pb038,0.5,ITEMID
6180pb059L,3.0,ITEMID
6180pb059R,3.0,ITEMID
2345pb07,4.95,ITEMID
46461foil,0.09,ITEMID
clikits223pb01,0.09,ALTITEMID
31110pb021,13.0,ITEMID
31110pb022,13.0,ITEMID
31110pb023,13.0,ITEMID
31110pb024,13.0,ITEMID
31110pb025,13.0,ITEMID
31110pb026,13.0,ITEMID
31110pb027,13.0,ITEMID
31110pb028,13.0,ITEMID
31110pb029,13.0,ITEMID
31110pb030,13.0,ITEMID
31110pb031,13.0,ITEMID
31110pb032,13.0,ITEMID
31110pb033,13.0,ITEMID
31110pb034,13.0,ITEMID
31110pb035,13.0,ITEMID
31110pb036,13.0,ITEMID
31110pb037,13.0,ITEMID
31110pb038,13.0,ITEMID
31110pb039,13.0,ITEMID
31110pb040,13.0,ITEMID
8192stk01,0.2,ITEMID
8193stk01,0.4,ITEMID
88151,0.4,ALTITEMID
8194stk01,0.2,ITEMID
88153,0.2,ALTITEMID
8195stk01,0.2,ITEMID
8198stk01,1.0,ITEMID
8198stk02,1.0,ITEMID
973pb0622,0.82,ITEMID
973pb0622c01,1.25,ITEMID
87941,28.0,ITEMID
87943,21.0,ITEMID
87944,7.0,ITEMID
88496,7.0,ITEMID
7967stk01,1.2,ITEMID
88165,1.2,ALTITEMID
7968stk01,1.2,ITEMID
88166,1.2,ALTITEMID
7970stk01,1.2,ITEMID
7971stk01,1.2,ITEMID
8075stk01,2.12,ITEMID
89145,2.12,ALTITEMID
88000,0.86,ITEMID
17514,0.86,ALTITEMID
87998,0.37,ITEMID
87998pb01,0.38,ITEMID
7593stk01,1.06,ITEMID
7592stk01,0.3,ITEMID
88146,0.3,ALTITEMID
7594stk01,0.7,ITEMID
Bullseye,10.18,ITEMID
88200pb01,6.9,ITEMID
3069pb0113,0.26,ITEMID
3069bpb0113,0.26,ALTITEMID
3298pb040,1.27,ITEMID
3298pb041,1.27,ITEMID
88067,7.8,ITEMID
88068,5.8,ITEMID
87555,0.67,ITEMID
x164pb03,0.56,ITEMID
30370pb03,0.56,ALTITEMID
3626pb0401,0.54,ITEMID
3626bpb0401,0.54,ALTITEMID
3626cpb0401,0.54,ALTITEMID
973pb0623c01,1.31,ITEMID
973pb0623,0.81,ITEMID
973pb0624c01,1.3,ITEMID
973pb0624,0.8,ITEMID
87556pb01,1.25,ITEMID
973pb0625c01,1.29,ITEMID
973pb0625,0.81,ITEMID
3626pb0402,0.55,ITEMID
3626bpb0402,0.55,ALTITEMID
3626cpb0402,0.55,ALTITEMID
973pb0626c01,1.25,ITEMID
973pb0626,0.76,ITEMID
87557pb01,0.96,ITEMID
87557pb02,0.96,ITEMID
30361cpb005,2.1,ITEMID
30361pb005,2.1,ALTITEMID
553pb007,0.84,ITEMID
75c49,1.9,ITEMID
8709stk01,0.7,ITEMID
85666,0.7,ALTITEMID
50747pb03,7.2,ITEMID
30378ps3,0.2,ITEMID
8086stk01,0.2,ITEMID
3626pb0403,0.54,ITEMID
973pb0627,0.8,ITEMID
973pb0627c01,1.3,ITEMID
8088stk01,1.3,ITEMID
88528,1.3,ALTITEMID
4066pb357,8.0,ITEMID
3626pb0404,0.54,ITEMID
3626bpb0404,0.54,ALTITEMID
3626cpb0404,0.54,ALTITEMID
crssprt02pb56,2.42,ITEMID
crssprt02pb44c,2.42,ITEMID
87769pb01,1.76,ITEMID
973pb0628c01,1.3,ITEMID
crssprt01pb42,3.3,ITEMID
crssprt02pb57,2.42,ITEMID
8085stk01,0.6,ITEMID
88525,0.6,ALTITEMID
41748pb030,2.06,ITEMID
41747pb030,2.06,ITEMID
6180pb027,3.07,ITEMID
30361pb006,2.1,ITEMID
3068pb0287,0.45,ITEMID
3068bpb0287,0.45,ALTITEMID
87322,23.5,ITEMID
16087,23.5,ALTITEMID
87653,4.5,ITEMID
98459,4.5,ALTITEMID
87658,10.5,ITEMID
13246,10.5,ALTITEMID
31213pb019,18.0,ITEMID
87657c01pb01,85.0,ITEMID
87320pb01,10.0,ITEMID
3437pb035,7.0,ITEMID
dupcat1pb01,23.5,ITEMID
dupcalf1c01pb01,23.0,ITEMID
horse03c01pb03,18.0,ITEMID
duplamb01pb01,27.0,ITEMID
pig03pb01,18.0,ITEMID
3626pb0405,0.54,ITEMID
3626bpb0405,0.54,ALTITEMID
3626cpb0405,0.54,ALTITEMID
973pb0628,0.82,ITEMID
3178stk01,0.4,ITEMID
88663,0.4,ALTITEMID
3822pb017,0.64,ITEMID
3821pb017,0.64,ITEMID
4181pb020,3.25,ITEMID
4182pb020,3.25,ITEMID
4182pb021,3.25,ITEMID
4182pb022,3.25,ITEMID
4181pb022,3.25,ITEMID
4181pb023,3.25,ITEMID
4182pb023,3.25,ITEMID
4182pb024,3.25,ITEMID
4181pb024,3.25,ITEMID
4181pb025,3.25,ITEMID
4182pb025,3.25,ITEMID
88686pb03,0.06,ITEMID
88685,0.06,ALTITEMID
88687,0.23,ITEMID
3626pb0406,0.54,ITEMID
3626bpb0406,0.54,ALTITEMID
3626cpb0406,0.54,ALTITEMID
x205pb02,1.17,ITEMID
30287pb02,1.17,ALTITEMID
87560pb01,3.0,ITEMID
88060pb01,0.61,ITEMID
88063pb01,0.72,ITEMID
973pb0629c01,1.25,ITEMID
973pb0630c99,1.42,ITEMID
973pb0631c01,1.3,ITEMID
5102c42,4.85,ITEMID
5102c37,4.28,ITEMID
87761,1.8,ITEMID
65127,1.8,ALTITEMID
54005c01pb05,30.0,ITEMID
51832c01pb05,30.0,ALTITEMID
3437pb036,6.7,ITEMID
3068pb0288,0.46,ITEMID
3068bpb0288,0.46,ALTITEMID
4150pb062,0.33,ITEMID
2723pb044,0.83,ITEMID
87785,3.78,ITEMID
87926,10.2,ITEMID
35347,10.2,ALTITEMID
3943bpb03,3.42,ITEMID
88059pb01,1.77,ITEMID
8048stk01,1.0,ITEMID
3179stk01,0.5,ITEMID
86652c01,32.4,ITEMID
x487,24.0,ITEMID
87321,4.0,ITEMID
18533,4.0,ALTITEMID
59684pb02,22.0,ITEMID
87654,66.0,ITEMID
87967c01pb01,125.0,ITEMID
dupcalf1c01pb02,13.5,ITEMID
dupcow1c01pb01,24.0,ITEMID
3245c,1.5,ITEMID
62712,2.0,ITEMID
108681,2.0,ITEMID
113578,7.0,ITEMID
88931c01,20.0,ITEMID
3010pb107L,1.6,ITEMID
3010pb107R,1.6,ITEMID
2431pb0087,0.53,ITEMID
3069pb0096,0.26,ITEMID
3069bpb0096,0.26,ALTITEMID
3069pb0095,0.26,ITEMID
3069bpb0095,0.26,ALTITEMID
3068pb0289,0.46,ITEMID
3068bpb0289,0.46,ALTITEMID
44674pb04,1.3,ITEMID
973pb0631,0.82,ITEMID
3069pb0114,0.26,ITEMID
3069bpb0114,0.26,ALTITEMID
87851c01pb01,6.0,ITEMID
87846,2.8,ITEMID
87837,1.7,ITEMID
87839,4.0,ITEMID
87840,5.0,ITEMID
87844,2.7,ITEMID
87788,2.4,ITEMID
6239pb020L,2.4,ITEMID
6239pb020R,2.4,ITEMID
4162pb037,1.1,ITEMID
52031pb011,3.3,ITEMID
2454pb031,3.4,ITEMID
3008pb107L,3.0,ITEMID
2623pb01,7.15,ITEMID
6180pb028L,2.95,ITEMID
6180pb028R,2.95,ITEMID
6180pb029R,2.95,ITEMID
6180pb029L,2.95,ITEMID
6180pb030L,2.95,ITEMID
6180pb030R,2.95,ITEMID
6216m1,36.5,ITEMID
6216m2,36.5,ITEMID
87838,14.0,ITEMID
87843pb01,6.0,ITEMID
3008pb107R,3.21,ITEMID
3822pb018,0.64,ITEMID
3821pb018,0.64,ITEMID
2744pb018,2.1,ITEMID
73435c01pb04,3.55,ITEMID
88930,1.36,ITEMID
2525pb003,3.0,ITEMID
30375ps4,0.5,ITEMID
30144pb071,6.73,ITEMID
87675,1.5,ITEMID
87676,3.0,ITEMID
61252,0.27,ITEMID
52738,0.27,ALTITEMID
973pb0629,0.82,ITEMID
87841,3.9,ITEMID
87849c01pb01,5.2,ITEMID
88964,0.11,ITEMID
32527pb11,1.62,ITEMID
32528pb11,1.62,ITEMID
3678bpb018,2.1,ITEMID
973pb0632c01,1.3,ITEMID
64681pb002,4.0,ITEMID
64393pb002,4.0,ITEMID
64683pb001,3.2,ITEMID
64391pb001,3.2,ITEMID
87080pb001,3.0,ITEMID
87086pb001,3.0,ITEMID
32524pb001,1.76,ITEMID
85345,14.0,ITEMID
4066pb358,8.0,ITEMID
4066pb359,8.0,ITEMID
973pb0632,0.82,ITEMID
87848,6.5,ITEMID
87856c01pb01,4.3,ITEMID
89079,0.3,ITEMID
87854c01pb01,4.9,ITEMID
87845,8.2,ITEMID
87853c01pb01,4.6,ITEMID
88695,0.1,ITEMID
89140,0.1,ITEMID
4066pb360,8.0,ITEMID
87850c01pb01,5.2,ITEMID
87847,6.3,ITEMID
87842,5.8,ITEMID
4162pb039,1.0,ITEMID
6005pb004,1.0,ITEMID
61678pb004,0.93,ITEMID
61678pb005R,0.93,ITEMID
61678pb005L,0.93,ITEMID
3626pb0408,0.54,ITEMID
3626bpb0408,0.54,ALTITEMID
3626cpb0408,0.54,ALTITEMID
3626pb0407,0.54,ITEMID
3626bpb0407,0.54,ALTITEMID
3626cpb0407,0.54,ALTITEMID
3040pb012,0.7,ITEMID
8091stk01,0.8,ITEMID
88530,0.8,ALTITEMID
970c00pb0052,1.2,ITEMID
973pb0633c01,1.33,ITEMID
88064pb01,1.62,ITEMID
88065pb01,0.44,ITEMID
88066,0.63,ITEMID
88062pb01,0.42,ITEMID
87774,0.21,ITEMID
87773,0.21,ITEMID
6180pb031,3.09,ITEMID
892pb017,0.33,ITEMID
30261pb017,0.39,ITEMID
30258pb016,0.47,ITEMID
973pb0634c01,1.26,ITEMID
3626pb0410,0.54,ITEMID
3626bpb0410,0.54,ALTITEMID
3626cpb0410,0.54,ALTITEMID
973pb0635c01,1.25,ITEMID
8079stk01,0.7,ITEMID
89146,0.7,ALTITEMID
973pb0634,0.78,ITEMID
973pb0633,0.82,ITEMID
2335pb058,0.5,ITEMID
87767pb01,2.16,ITEMID
87764pb01,2.21,ITEMID
970clg00pb01,1.51,ITEMID
970clg00pb02,1.53,ITEMID
973pb0636c99,1.4,ITEMID
973pb0637c99,1.4,ITEMID
85080,0.94,ITEMID
3068pb0290,0.45,ITEMID
3068bpb0290,0.45,ALTITEMID
3068pb0291,0.45,ITEMID
3068bpb0291,0.45,ALTITEMID
3068pb0292,0.45,ITEMID
3068bpb0292,0.45,ALTITEMID
3068pb0293,0.45,ITEMID
3068bpb0293,0.45,ALTITEMID
973pb0630,0.82,ITEMID
973pb0635,0.82,ITEMID
8777387774,0.42,ITEMID
4115439,7.0,ITEMID
3855pb016,1.66,ITEMID
3855pb017,1.66,ITEMID
973pb0636,0.79,ITEMID
973pb0637,0.82,ITEMID
bp02b,16.0,ITEMID
2723pb045,0.83,ITEMID
7206stk01,1.0,ITEMID
87079pb0001R,1.0,ITEMID
87079pb0001L,1.0,ITEMID
61487pb02,5.1,ITEMID
61487pb01,13.1,ITEMID
87613,9.0,ITEMID
87616,12.0,ITEMID
87611,8.0,ITEMID
87615,7.0,ITEMID
87612,2.0,ITEMID
30144pb072,6.73,ITEMID
30144pb073,6.73,ITEMID
4150pb050,0.33,ITEMID
3068pb0294,0.45,ITEMID
3068bpb0294,0.45,ALTITEMID
3068pb0295,0.45,ITEMID
3068bpb0295,0.45,ALTITEMID
44675pb002,0.95,ITEMID
6636pb020L,0.74,ITEMID
6636pb020R,0.74,ITEMID
43711pb02,1.3,ITEMID
50950pb010,0.75,ITEMID
50950pb011,0.75,ITEMID
44661pb006,0.82,ITEMID
44661pb007,0.82,ITEMID
44661pb008,0.82,ITEMID
44661pb009,0.82,ITEMID
44675pb003L,0.92,ITEMID
44675pb003R,0.92,ITEMID
30413pb018,1.05,ITEMID
x77cc250,5.0,ITEMID
7213stk01,0.94,ITEMID
30000pb01,1.95,ITEMID
3245bpb16,1.5,ITEMID
30562pb005,5.65,ITEMID
30562pb006,5.65,ITEMID
30562pb007,5.65,ITEMID
30562pb008,5.65,ITEMID
30562pb009,5.65,ITEMID
30562pb010,5.65,ITEMID
30562pb011,5.65,ITEMID
30562pb012,5.65,ITEMID
4066pb361,8.0,ITEMID
3069pb0090,0.26,ITEMID
3069bpb0090,0.26,ALTITEMID
3069pb0097,0.26,ITEMID
3069bpb0097,0.26,ALTITEMID
3241c,9.0,ITEMID
3068pb0296,0.45,ITEMID
3068bpb0296,0.45,ALTITEMID
40249pb04,4.33,ITEMID
62698pb01,0.73,ITEMID
30300pb01,19.31,ITEMID
3010pb108,1.68,ITEMID
973pb0638c01,1.25,ITEMID
3626pb0411,0.54,ITEMID
3626bpb0411,0.54,ALTITEMID
3626cpb0411,0.54,ALTITEMID
60474c01,3.58,ITEMID
2335pb059L,0.5,ITEMID
87621pb01,3.1,ITEMID
8041stk01,6.0,ITEMID
87979,6.0,ALTITEMID
58846pb01,11.0,ITEMID
8191stk01,0.5,ITEMID
89591,0.5,ALTITEMID
8190stk01,0.5,ITEMID
3189pb05,1.13,ITEMID
3188pb05,1.13,ITEMID
3855pb018,1.66,ITEMID
3855pb019,1.66,ITEMID
59349pb010,5.8,ITEMID
59349pb011,5.8,ITEMID
multippr03,3.8,ITEMID
48401pb02,3.8,ALTITEMID
x1894px2,3.8,ALTITEMID
30361pb007,2.0,ITEMID
multippr04,5.07,ITEMID
48401pb01,5.07,ALTITEMID
x1894px1,5.07,ALTITEMID
973pb0638,0.82,ITEMID
44676pb006R,0.4,ITEMID
44676pb006L,0.4,ITEMID
45677pb026,2.72,ITEMID
63864pb001,0.42,ITEMID
3069pb0115,0.26,ITEMID
3069bpb0115,0.26,ALTITEMID
44126pb013,2.7,ITEMID
2340pb037R,1.64,ITEMID
2340pb037L,1.64,ITEMID
87616pb001,12.0,ITEMID
87613pb001,9.0,ITEMID
87615pb01,7.0,ITEMID
3010pb110,1.6,ITEMID
87556pb02,1.25,ITEMID
54095pb02,13.2,ITEMID
3010pb109,1.64,ITEMID
57557,2.1,ITEMID
92320,2.1,ALTITEMID
2494pb13,2.1,ITEMID
3117ppr01,37.4,ITEMID
4150pb063,0.33,ITEMID
4150pb064,0.33,ITEMID
2335pb059R,0.5,ITEMID
3180stk01,0.75,ITEMID
89156,0.75,ALTITEMID
33050pb04,2.1,ITEMID
6203pb10,2.2,ITEMID
6933bpb02,0.34,ITEMID
6933cpb02,0.33,ITEMID
88646,1.52,ITEMID
7319,1.52,ALTITEMID
17836,1.52,ALTITEMID
7207stk01,1.12,ITEMID
89167,1.12,ALTITEMID
89762pb01,4.48,ITEMID
30360pb01L,7.6,ITEMID
30360pb01R,7.6,ITEMID
48933pb005,2.0,ITEMID
87079pb0002,0.9,ITEMID
3068pb0297,0.45,ITEMID
3068bpb0297,0.45,ALTITEMID
3297pb017,2.57,ITEMID
44674pb05,1.3,ITEMID
63864pb002R,0.42,ITEMID
63864pb002L,0.42,ITEMID
50947pb008R,0.7,ITEMID
50947pb008L,0.7,ITEMID
50947pb009L,0.7,ITEMID
50947pb009R,0.7,ITEMID
3069pb0116,0.26,ITEMID
3069bpb0116,0.26,ALTITEMID
3069pb0117,0.26,ITEMID
3069bpb0117,0.26,ALTITEMID
2431pb0088,0.53,ITEMID
54200pb008,0.23,ITEMID
54200pb009,0.23,ITEMID
54200pb010R,0.23,ITEMID
54200pb010L,0.23,ITEMID
47456pb002,1.0,ITEMID
44674pb06,1.3,ITEMID
61068pb003,1.27,ITEMID
2431pb0089,0.53,ITEMID
54200pb012R,0.23,ITEMID
54200pb012L,0.23,ITEMID
3069pb0118,0.26,ITEMID
3069bpb0118,0.26,ALTITEMID
3068pb0298,0.45,ITEMID
3068bpb0298,0.45,ALTITEMID
3010pb111R,1.6,ITEMID
3010pb111L,1.6,ITEMID
44674pb07,1.3,ITEMID
30602pb037R,0.96,ITEMID
30602pb037L,0.96,ITEMID
3001pb097L,2.34,ITEMID
63864pb003,0.42,ITEMID
3788pb01,1.41,ITEMID
388c01,9.0,ITEMID
11380,9.0,ALTITEMID
49555,9.0,ALTITEMID
41766pb02,5.63,ITEMID
6179pb022,2.0,ITEMID
6881pb02,3.0,ITEMID
6953pb05,7.0,ITEMID
3181stk01,0.75,ITEMID
89504,0.75,ALTITEMID
4066pb362,8.1,ITEMID
87614,7.0,ITEMID
18988,7.0,ALTITEMID
3004pb082,0.82,ITEMID
4088pb03,2.1,ITEMID
3622pb029,1.3,ITEMID
3622pb030,1.3,ITEMID
3622pb031,1.3,ITEMID
duptent2,12.0,ITEMID
x488c01pb03,80.0,ITEMID
973pb0639c01,1.25,ITEMID
973pb0639,0.82,ITEMID
4533pb007L,0.43,ITEMID
3001pb097R,2.34,ITEMID
6180pb033,3.0,ITEMID
87081c01,5.06,ITEMID
30658,2.0,ITEMID
30388pb005,3.3,ITEMID
52031pb012,3.3,ITEMID
52031pb013,3.3,ITEMID
61069pb001L,4.05,ITEMID
61069pb001R,4.05,ITEMID
87079pb0003,0.9,ITEMID
45677pb027,2.72,ITEMID
3039pb049,1.15,ITEMID
2340pb038L,1.64,ITEMID
2340pb038R,1.64,ITEMID
41531pb003,2.85,ITEMID
3298pb018,1.27,ITEMID
61678pb006,0.93,ITEMID
2335pb060,0.5,ITEMID
2335pb061,0.5,ITEMID
6177pb009R,5.49,ITEMID
6177pb009L,5.49,ITEMID
30261pb016,0.4,ITEMID
73590c03a,0.76,ITEMID
72375,0.76,ALTITEMID
6179pb023L,1.94,ITEMID
3037pb014,2.13,ITEMID
4150pb040,0.33,ITEMID
6636pb021,0.74,ITEMID
3068pb0299,0.45,ITEMID
3068bpb0299,0.45,ALTITEMID
2431pb0090,0.53,ITEMID
x1435pb002R,3.0,ITEMID
6222pb01,3.6,ITEMID
5835stk02,0.2,ITEMID
3010pb112,1.64,ITEMID
2494pb14,2.0,ITEMID
6179pb023R,1.94,ITEMID
3626pb0412,0.54,ITEMID
3626bpb0412,0.54,ALTITEMID
3626cpb0412,0.54,ALTITEMID
30296pb02R,8.38,ITEMID
30296pb02L,8.38,ITEMID
57792pb02R,15.5,ITEMID
57792pb02L,15.5,ITEMID
64682pb001,6.0,ITEMID
64392pb001,6.0,ITEMID
45301pb011,8.6,ITEMID
43712pb008,3.5,ITEMID
43712pb009R,3.5,ITEMID
43712pb009L,3.5,ITEMID
4162pb040,1.06,ITEMID
2431pb0091,0.53,ITEMID
973pb0641c01,1.25,ITEMID
4162pb041,1.06,ITEMID
x1435pb002L,3.0,ITEMID
973pb0640,0.82,ITEMID
973pb0640c01,1.25,ITEMID
88292,1.04,ITEMID
88293,2.88,ITEMID
973pb0641,0.82,ITEMID
3010pb113L,1.6,ITEMID
3010pb113R,1.6,ITEMID
3069pb0119,0.26,ITEMID
3069bpb0119,0.26,ALTITEMID
3069pb0120,0.26,ITEMID
3069bpb0120,0.26,ALTITEMID
3069pb0121,0.26,ITEMID
3069bpb0121,0.26,ALTITEMID
2431pb0092,0.53,ITEMID
3068pb0300L,0.45,ITEMID
3068bpb0300L,0.45,ALTITEMID
3068pb0300R,0.45,ITEMID
3068bpb0300R,0.45,ALTITEMID
54200pb013L,0.23,ITEMID
54200pb013R,0.23,ITEMID
44674pb08,1.3,ITEMID
64225pb001,1.7,ITEMID
64225pb002,1.7,ITEMID
54200pb014,0.23,ITEMID
3068pb0301,0.45,ITEMID
3068bpb0301,0.45,ALTITEMID
54200pb015R,0.23,ITEMID
54200pb015L,0.23,ITEMID
2431pb0093,0.53,ITEMID
44674pb09,1.3,ITEMID
3010pb114R,1.6,ITEMID
3010pb114L,1.6,ITEMID
61068pb004,1.27,ITEMID
50950pb012,0.75,ITEMID
50950pb013,0.75,ITEMID
30602pb038L,0.96,ITEMID
30602pb038R,0.96,ITEMID
47456pb003,1.0,ITEMID
3069pb0122,0.26,ITEMID
3069bpb0122,0.26,ALTITEMID
4132c05,4.1,ITEMID
87552,1.05,ITEMID
35378,1.05,ALTITEMID
94638,1.05,ALTITEMID
88287,1.28,ITEMID
48490pb01,10.5,ITEMID
2345pb08,4.95,ITEMID
88291c01pb01,13.0,ITEMID
4493c01pb06,13.0,ITEMID
2982c104,19.0,ITEMID
73590c03b,0.76,ITEMID
88288c01,0.17,ITEMID
88704,0.24,ITEMID
75216,0.24,ALTITEMID
88811,0.18,ITEMID
3004pb083,0.85,ITEMID
3001pb069,2.32,ITEMID
3001pb068,2.32,ITEMID
3010pb116,1.64,ITEMID
3010pb117,1.64,ITEMID
6238pb03,2.25,ITEMID
2431pb0094R,0.5,ITEMID
2431pb0094L,0.5,ITEMID
54200pb016R,0.23,ITEMID
54200pb016L,0.23,ITEMID
64699pb06,103.0,ITEMID
4080pb01,7.5,ITEMID
60581pb001,2.35,ITEMID
3002pb13,1.94,ITEMID
3068pb0302,0.45,ITEMID
3068bpb0302,0.45,ALTITEMID
3068pb0303,0.45,ITEMID
3068bpb0303,0.45,ALTITEMID
3068pb0304,0.45,ITEMID
3068bpb0304,0.45,ALTITEMID
4162pb042,1.06,ITEMID
44350pb012,6.75,ITEMID
44351pb012,6.75,ITEMID
44352pb06,4.1,ITEMID
6636pb022,0.74,ITEMID
30261pb015,0.4,ITEMID
3003pb025,1.16,ITEMID
3001pb070,2.34,ITEMID
3010pb115R,1.6,ITEMID
3010pb115L,1.6,ITEMID
3069pb0123,0.26,ITEMID
3069bpb0123,0.26,ALTITEMID
3069pb0124,0.26,ITEMID
3069bpb0124,0.26,ALTITEMID
24689pb01,6.9,ITEMID
973pb0642c01,1.24,ITEMID
970c00pb0053,1.14,ITEMID
2431pb0095,0.53,ITEMID
4533pb008L,0.43,ITEMID
crssprt01pb43,3.0,ITEMID
BA005pb04,2.5,ITEMID
24689pb01c01,7.7,ITEMID
BA027pb01,3.9,ITEMID
88930pb001,1.4,ITEMID
3626pb0413,0.54,ITEMID
87991,0.59,ITEMID
18226,0.59,ALTITEMID
bb0426pb01,0.71,ITEMID
BA009pb06,7.0,ITEMID
3005pb010,0.45,ITEMID
3005pb009,0.45,ITEMID
4624c05,0.62,ITEMID
30173b,0.19,ITEMID
88954,2.4,ITEMID
3464c03,0.5,ITEMID
88295,0.26,ITEMID
5045,0.26,ALTITEMID
88290,0.34,ITEMID
88284,0.44,ITEMID
88283,0.57,ITEMID
88286,0.81,ITEMID
4066pb363,8.1,ITEMID
973pb0642,0.77,ITEMID
973pb0643c01,1.3,ITEMID
3626pb0414,0.54,ITEMID
3626bpb0414,0.54,ALTITEMID
3626cpb0414,0.54,ALTITEMID
3626pb0415,0.54,ITEMID
3626pb0416,0.54,ITEMID
3626bpb0416,0.54,ALTITEMID
3626cpb0416,0.54,ALTITEMID
6178pb004,8.25,ITEMID
6178pb005,8.25,ITEMID
4215bpb34,2.5,ITEMID
4533pb008R,0.43,ITEMID
973pb0644c01,1.34,ITEMID
3626pb0417,0.54,ITEMID
973pb0645c01,1.32,ITEMID
970c00pb0054,1.19,ITEMID
45411pb07,11.68,ITEMID
45410pb02,12.19,ITEMID
3068pb0305,0.45,ITEMID
3068bpb0305,0.45,ALTITEMID
3068pb0306,0.45,ITEMID
3068bpb0306,0.45,ALTITEMID
973pb0646c01,1.29,ITEMID
973pb0647c01,1.31,ITEMID
973pb0648c01,1.31,ITEMID
3626pb0418,0.56,ITEMID
3626pb0419,0.56,ITEMID
3626pb0420,0.55,ITEMID
3626pb0421,0.56,ITEMID
3626bpb0421,0.56,ALTITEMID
3626cpb0421,0.56,ALTITEMID
44353pb06,4.1,ITEMID
973pb0649c01,1.25,ITEMID
973pb0648,0.81,ITEMID
973pb0647,0.82,ITEMID
973pb0644,0.82,ITEMID
973pb0645,0.8,ITEMID
973pb0646,0.8,ITEMID
973pb0643,0.81,ITEMID
973pb0649,0.82,ITEMID
4066pb364,8.0,ITEMID
60212,1.4,ITEMID
973pb0650c01,1.28,ITEMID
970c00pb0055,1.16,ITEMID
3626pb0422,0.54,ITEMID
8185stk01,5.0,ITEMID
86435,5.0,ALTITEMID
3182stk01,2.0,ITEMID
89147,2.0,ALTITEMID
973pb0651c01,1.3,ITEMID
3626pb0423,0.55,ITEMID
973pb0652c01,1.3,ITEMID
3626pb0424,0.53,ITEMID
3626bpb0424,0.53,ALTITEMID
3626cpb0424,0.53,ALTITEMID
973pb0651,0.82,ITEMID
