bl_part_id,weight,source
47753pb056R,2.0,ITEMID
45705pb022,8.15,ITEMID
2571pb09R,6.0,ITEMID
2571pb09L,6.0,ITEMID
2571pb08R,6.0,ITEMID
2571pb08L,6.0,ITEMID
973pb2158,0.82,ITEMID
973pb2159,0.82,ITEMID
973pb2159c01,1.25,ITEMID
973pb2158c01,1.25,ITEMID
970c155pb12,1.18,ITEMID
970c155pb13,1.18,ITEMID
32175pb01R,0.88,ITEMID
32175pb01L,0.88,ITEMID
4820cc01,17.0,ITEMID
970c00pb0465,1.18,ITEMID
973pb2160c01,1.25,ITEMID
973pb2160,0.82,ITEMID
3626pb1447,0.55,ITEMID
3004pb140,0.8,ITEMID
2431pb0404,0.58,ITEMID
88930pb056,3.0,ITEMID
6191pb011,1.8,ITEMID
75916stk01b,0.5,ITEMID
76040stk01b,1.22,ITEMID
6215pb05,1.9,ITEMID
88930pb057,3.0,ITEMID
dupmc3pb03,37.0,ITEMID
4066pb577,8.0,ITEMID
76371pb015,8.0,ALTITEMID
4460pb016,1.74,ITEMID
93273pb050,0.5,ITEMID
3437pb076,6.6,ITEMID
bb0692,2.0,ITEMID
6636pb125,0.75,ITEMID
6636pb123,0.75,ITEMID
6636pb124,0.75,ITEMID
14222,7.4,ITEMID
18018,3.0,ITEMID
15327,3.29,ITEMID
5228,3.29,ALTITEMID
14222pb007,7.4,ITEMID
60036stk01b,1.62,ITEMID
17893,1.62,ALTITEMID
11248c02,32.4,ITEMID
70745stk01b,0.2,ITEMID
9594cbd01,453.0,ITEMID
4618947,170.0,ITEMID
4618957,170.0,ITEMID
4618958,170.0,ITEMID
42045stk01,1.0,ITEMID
42047stk01b,1.0,ITEMID
24116,2.68,ITEMID
35396,2.68,ALTITEMID
60601pb010,0.34,ITEMID
60601pb011,0.34,ITEMID
60601pb012,0.34,ITEMID
57895pb029,2.75,ITEMID
4740pb013,0.28,ITEMID
14769pb081,0.33,ITEMID
63864pb038L,0.4,ITEMID
63864pb038R,0.4,ITEMID
15210pb008,0.48,ITEMID
70167stk01b,0.41,ITEMID
93593c02,1.0,ITEMID
31202c03,14.0,ITEMID
70755stk01b,0.51,ITEMID
970c00pb0466,1.18,ITEMID
30144pb177,6.7,ITEMID
15068pb046,0.57,ITEMID
973pb2163c01,1.25,ITEMID
973pb2161c01,1.25,ITEMID
973pb2162c01,1.25,ITEMID
70754stk01b,0.6,ITEMID
973pb2161,0.82,ITEMID
973pb2162,0.82,ITEMID
973pb2163,0.82,ITEMID
18984pb02,0.7,ITEMID
90808pb02,0.7,ALTITEMID
3626pb1448,0.5,ITEMID
15793pb03,2.2,ITEMID
17178c01,24.85,ITEMID
76031stk01b,0.7,ITEMID
20677,0.7,ALTITEMID
22961,0.34,ITEMID
42044stk01,2.21,ITEMID
24670,2.21,ALTITEMID
42046stk01,1.57,ITEMID
4000019stk01,1.0,ITEMID
76036stk01b,0.2,ITEMID
973pb2164c01,1.3,ITEMID
75106stk01a,1.0,ITEMID
21516,1.0,ALTITEMID
973pb2164,0.82,ITEMID
75105stk01a,3.29,ITEMID
21537,3.29,ALTITEMID
30258pb046,0.48,ITEMID
3626pb1449,0.54,ITEMID
973pb2165c01,1.25,ITEMID
973pb2165,0.82,ITEMID
973pb2166c01,1.25,ITEMID
973pb2166,0.82,ITEMID
3070pb089,0.16,ITEMID
3070bpb089,0.16,ALTITEMID
98138pb035,0.11,ITEMID
3626pb1450,0.54,ITEMID
24135,0.15,ITEMID
970c00pb0467,1.18,ITEMID
76048stk01b,0.6,ITEMID
25695,0.6,ALTITEMID
973pb2167c01,1.25,ITEMID
973pb2167,0.82,ITEMID
981982pb060,0.24,ITEMID
981pb060,0.12,ITEMID
982pb060,0.12,ITEMID
973pb2168c01,1.25,ITEMID
970c00pb0468,1.18,ITEMID
21625,0.1,ITEMID
3626pb1451,0.54,ITEMID
973pb2168,0.82,ITEMID
67c01pb03,18.1,ITEMID
dupskirt10,7.9,ITEMID
3437pb077,6.7,ITEMID
3437pb078,6.6,ITEMID
973pb2169c01,1.3,ITEMID
973pb2169,0.82,ITEMID
BA047pb01,26.4,ITEMID
3626pb1452,0.54,ITEMID
3626pb1453,0.54,ITEMID
973pb2170c01,1.25,ITEMID
970c00pb0469,1.18,ITEMID
970c00pb0470,1.18,ITEMID
973pb2171c01,1.25,ITEMID
10908pb08,0.3,ITEMID
reindeerpb01,14.0,ITEMID
31202c04,14.0,ITEMID
22889,2.23,ITEMID
3001pb103,2.32,ITEMID
3001pb104R,2.34,ITEMID
3001pb104L,2.34,ITEMID
3626pb1454,0.55,ITEMID
973pb1717c02,1.25,ITEMID
970c01pb37,1.18,ITEMID
15083pb10,0.83,ITEMID
970c00pb0471,1.18,ITEMID
973pb2172c01,1.25,ITEMID
973pb2172,0.82,ITEMID
3626pb1455,0.55,ITEMID
970c00pb0472,1.18,ITEMID
973pb2173c01,1.25,ITEMID
973pb2173,0.82,ITEMID
981pb061,0.12,ITEMID
3626pb1456,0.55,ITEMID
970c00pb0473,1.18,ITEMID
981982pb062,0.24,ITEMID
981pb062,0.12,ITEMID
982pb062,0.12,ITEMID
973pb2174c01,1.25,ITEMID
973pb2174,0.82,ITEMID
3626pb1457,0.55,ITEMID
5003084stk01,5.4,ITEMID
6636pb122,0.83,ITEMID
95327pb02,0.81,ITEMID
23988,0.05,ITEMID
18394pb02,0.91,ITEMID
3001pb105,2.34,ITEMID
3001pb106,2.34,ITEMID
3001pb107,2.34,ITEMID
x77cc21,0.13,ITEMID
3069pb0427,0.25,ITEMID
3069bpb0427,0.25,ALTITEMID
41068stk01,1.8,ITEMID
25649,1.8,ALTITEMID
23969,0.65,ITEMID
35387,0.65,ALTITEMID
35391,0.65,ALTITEMID
973pb2170,0.82,ITEMID
973pb2171,0.82,ITEMID
24111pb01,1.17,ITEMID
24131,0.17,ITEMID
3069pb0428,0.25,ITEMID
3069bpb0428,0.25,ALTITEMID
11203pb012,0.62,ITEMID
41066stk01,0.6,ITEMID
25136,0.6,ALTITEMID
3626pb1458,0.55,ITEMID
3626pb1459,0.55,ITEMID
3626pb1460,0.55,ITEMID
973pb2175c01,1.25,ITEMID
973pb2175,0.82,ITEMID
973pb2176,0.82,ITEMID
973pb2176c01,1.25,ITEMID
973pb2177c01,1.25,ITEMID
973pb2177,0.82,ITEMID
970c00pb0474,1.18,ITEMID
970c00pb0475,1.18,ITEMID
970c00pb0476,1.18,ITEMID
3626pb1461,0.55,ITEMID
3626pb1462,0.55,ITEMID
3626pb1463,0.55,ITEMID
973pb2178c01,1.25,ITEMID
973pb2178,0.82,ITEMID
973pb2179,0.82,ITEMID
973pb2179c01,1.25,ITEMID
973pb2180c01,1.25,ITEMID
973pb2180,0.82,ITEMID
50944c01,0.7,ITEMID
24123,5.55,ITEMID
31901,5.55,ALTITEMID
24203pb01,12.48,ITEMID
24899pb01,12.2,ITEMID
24122,0.38,ITEMID
49133,0.38,ALTITEMID
75100stk01a,0.8,ITEMID
3068pb0696L,0.48,ITEMID
3068bpb0696L,0.48,ALTITEMID
3068pb0696R,0.48,ITEMID
3068bpb0696R,0.48,ALTITEMID
3068pb0697L,0.48,ITEMID
3068bpb0697L,0.48,ALTITEMID
3068pb0697R,0.48,ITEMID
3068bpb0697R,0.48,ALTITEMID
87079pb0256L,0.9,ITEMID
87079pb0256R,0.9,ITEMID
3069pb0429,0.26,ITEMID
3069bpb0429,0.26,ALTITEMID
76035stk01b,2.4,ITEMID
41060stk01b,0.23,ITEMID
76041stk01b,0.5,ITEMID
20699,0.5,ALTITEMID
21561pb05,9.32,ITEMID
21561pb06,9.32,ITEMID
11203pb013,0.62,ITEMID
24183pb01,0.39,ITEMID
24183pb02,0.39,ITEMID
50944c02,1.12,ITEMID
3070pb090,0.16,ITEMID
3070bpb090,0.16,ALTITEMID
3070pb091,0.16,ITEMID
3070bpb091,0.16,ALTITEMID
sleepbag14,1.7,ITEMID
15068pb047,0.57,ITEMID
41140stk01,0.35,ITEMID
24883pb01,1.96,ITEMID
24880pb01,1.57,ITEMID
24889pb01,2.06,ITEMID
60616pb015,2.8,ITEMID
2453bpb01,2.2,ITEMID
75135stk01a,3.25,ITEMID
75141stk01a,1.1,ITEMID
75138stk01a,0.61,ITEMID
25703,0.61,ALTITEMID
75136stk01a,3.1,ITEMID
25161,3.1,ALTITEMID
4150pb175,0.33,ITEMID
6259pb024,4.0,ITEMID
30562pb037R,5.6,ITEMID
30562pb037L,5.6,ITEMID
30350bpb020,0.99,ITEMID
30350bpb021,0.99,ITEMID
duplamb02,8.0,ITEMID
dupdragon01,9.0,ITEMID
dupostrich02,24.0,ITEMID
23925pb01,8.2,ITEMID
70135stk01b,0.3,ITEMID
15806,1.21,ITEMID
57895pb030,2.75,ITEMID
22881,7.06,ITEMID
3437pb079,6.4,ITEMID
23742,13.23,ITEMID
24181pb01,11.0,ITEMID
23702pb01,73.0,ITEMID
31110pb102,13.0,ITEMID
4066pb468,8.0,ITEMID
4066pb470,8.0,ITEMID
4066pb580,8.0,ITEMID
76371pb019,8.0,ALTITEMID
3437pb080,6.39,ITEMID
3437pb081,6.39,ITEMID
18808c01pb02,13.3,ITEMID
23739pb01,18.2,ITEMID
23738c01,50.8,ITEMID
23738c02pb01,71.0,ITEMID
23991,24.3,ITEMID
24417,15.1,ITEMID
4066pb581,8.0,ITEMID
76371pb020,8.0,ALTITEMID
4066pb469,7.85,ITEMID
3626pb1464,0.55,ITEMID
970c00pb0477,1.18,ITEMID
970c00pb0478,1.18,ITEMID
970c00pb0479,1.18,ITEMID
970c05pb12,1.18,ITEMID
973pb2181c01,1.25,ITEMID
973pb2181,0.82,ITEMID
973pb2182,0.82,ITEMID
973pb2182c01,1.25,ITEMID
973pb2183c01,1.25,ITEMID
973pb2183,0.82,ITEMID
973pb2184,0.82,ITEMID
973pb2184c01,1.25,ITEMID
3678bpb088,2.1,ITEMID
3626pb1465,0.55,ITEMID
973pb2185c01,1.25,ITEMID
973pb2185,0.82,ITEMID
22888,3.3,ITEMID
dupcloth09,1.0,ITEMID
60117stk01b,0.5,ITEMID
24500,0.5,ALTITEMID
60119stk01b,0.68,ITEMID
24502,0.68,ALTITEMID
60107stk01b,2.1,ITEMID
24515,2.1,ALTITEMID
60111stk01b,1.3,ITEMID
24519,1.3,ALTITEMID
FTGpb081c01,0.57,ITEMID
19729pb009,0.9,ITEMID
25194pb009,0.9,ALTITEMID
973pb2186c01,1.25,ITEMID
32474pb003,0.42,ITEMID
22885,1.28,ITEMID
3039pb092,1.15,ITEMID
24742,0.3,ITEMID
42048stk01,2.5,ITEMID
24727,2.5,ALTITEMID
42052stk01,8.9,ITEMID
25692,8.9,ALTITEMID
2335pb141,0.5,ITEMID
42050stk01,3.07,ITEMID
25032,3.07,ALTITEMID
24316,0.45,ITEMID
bb0683pb01,0.78,ITEMID
23924,0.78,ALTITEMID
23922,0.8,ITEMID
23922c01,0.95,ITEMID
3626pb1466,0.54,ITEMID
973pb2187c01,1.25,ITEMID
973pb2187,0.82,ITEMID
3039pb091,1.15,ITEMID
6227pb091,1.15,ALTITEMID
3069pb0430,0.25,ITEMID
3069bpb0430,0.25,ALTITEMID
44676pb026R,0.38,ITEMID
44676pb026L,0.38,ITEMID
44676pb027L,0.38,ITEMID
44676pb027R,0.38,ITEMID
22385,0.6,ITEMID
35339,0.6,ALTITEMID
35341,0.6,ALTITEMID
67130,0.6,ALTITEMID
112416,0.6,ALTITEMID
973pb2192c01,1.25,ITEMID
85984pb100,0.34,ITEMID
57895pb031,2.66,ITEMID
57895pb032,2.66,ITEMID
87079pb0257,0.9,ITEMID
90498pb04,14.0,ITEMID
3622pb065,1.24,ITEMID
3010pb189,1.64,ITEMID
93273pb051,0.5,ITEMID
3069pb0431,0.26,ITEMID
3069bpb0431,0.26,ALTITEMID
52031pb097,3.3,ITEMID
87552pb028,1.05,ITEMID
3069pb0432,0.26,ITEMID
3069bpb0432,0.26,ALTITEMID
92593pb025,0.61,ITEMID
15210pb009,0.5,ITEMID
3068pb0698,0.48,ITEMID
3068bpb0698,0.48,ALTITEMID
3037pb042,1.97,ITEMID
87079pb0258,0.9,ITEMID
52031pb098,3.3,ITEMID
2431pb0405R,0.58,ITEMID
2431pb0405L,0.58,ITEMID
3069pb0433,0.26,ITEMID
3069bpb0433,0.26,ALTITEMID
3001pb108,2.32,ITEMID
88930pb058,1.36,ITEMID
3006pb010,5.75,ITEMID
3069pb0434,0.26,ITEMID
3069bpb0434,0.26,ALTITEMID
88930pb059,1.36,ITEMID
3010pb190,1.64,ITEMID
87544pb028R,1.22,ITEMID
2454pb254,3.5,ITEMID
46212pb005,3.5,ALTITEMID
2454pb255,3.5,ITEMID
46212pb006,3.5,ALTITEMID
2454pb256,3.5,ITEMID
46212pb007,3.5,ALTITEMID
30562pb038,5.6,ITEMID
30562pb039,5.6,ITEMID
72475pb001,5.85,ITEMID
70312stk01b,0.9,ITEMID
24451,0.9,ALTITEMID
76049stk01,1.23,ITEMID
25739,1.23,ALTITEMID
22391,1.9,ITEMID
22388,0.16,ITEMID
35343,0.16,ALTITEMID
35344,0.16,ALTITEMID
22408,1.13,ITEMID
22385pb001,0.6,ITEMID
3070pb092,0.16,ITEMID
3070bpb092,0.16,ALTITEMID
87613pb010,9.0,ITEMID
FTGpb082c01,0.55,ITEMID
FTGpb083c01,0.55,ITEMID
92250c00pb11,1.16,ITEMID
20377c00pb02,1.2,ITEMID
3068pb0699,0.48,ITEMID
3068bpb0699,0.48,ALTITEMID
75915stk01b,0.7,ITEMID
70749stk01b,0.5,ITEMID
19567,0.5,ALTITEMID
60011stk01b,0.4,ITEMID
70809stk01b,0.7,ITEMID
17286,0.7,ALTITEMID
76034stk01b,0.4,ITEMID
75091stk01b,0.3,ITEMID
973pb2185c02,1.25,ITEMID
970c05pb13,1.18,ITEMID
18605c01pb25,3.67,ITEMID
18603c03pb25,3.67,ALTITEMID
85984pb101,0.34,ITEMID
FTMpb011c01,0.8,ITEMID
87079pb0259,0.9,ITEMID
30261pb025,0.4,ITEMID
60616pb016,2.8,ITEMID
85984pb102,0.35,ITEMID
88930pb060,1.36,ITEMID
3068pb0700,0.45,ITEMID
3068bpb0700,0.45,ALTITEMID
18675,4.0,ITEMID
35173,4.0,ALTITEMID
35191,4.0,ALTITEMID
1376pb04,34.0,ITEMID
2466pb03,2.85,ITEMID
15210pb010,0.48,ITEMID
15210pb011,0.48,ITEMID
FTGpb084c01,0.55,ITEMID
57900pb02,0.7,ITEMID
62698pb06,0.72,ITEMID
60130stk01,1.29,ITEMID
24542,1.29,ALTITEMID
70314stk01,0.66,ITEMID
50747pb12,7.3,ITEMID
970c00pb0480,1.18,ITEMID
970c86pb21,1.18,ITEMID
973pb2188c01,1.25,ITEMID
973pb2188,0.82,ITEMID
973pb2189c01,1.25,ITEMID
973pb2189,0.82,ITEMID
24324,0.76,ITEMID
28684,0.76,ALTITEMID
64867pb02,2.63,ITEMID
22385pb002,0.6,ITEMID
22385pb003,0.6,ITEMID
32474pb004,0.42,ITEMID
24093pb001,0.57,ITEMID
3069pb0435,0.26,ITEMID
3069bpb0435,0.26,ALTITEMID
973pb2186,0.82,ITEMID
19861pb03,1.75,ITEMID
19861pb04,1.75,ITEMID
22890,0.5,ITEMID
3070pb093,0.16,ITEMID
3070bpb093,0.16,ALTITEMID
41115stk01,0.29,ITEMID
25609,0.29,ALTITEMID
3068pb0947,0.48,ITEMID
3068bpb0947,0.48,ALTITEMID
973pb2123c02,1.25,ITEMID
553pb017b,0.88,ITEMID
973pb2190c01,1.25,ITEMID
973pb2190,0.82,ITEMID
24601pb01,1.1,ITEMID
bb0686c01pb01,21.15,ITEMID
10908pb09,0.3,ITEMID
75827stk01,1.72,ITEMID
25238,1.72,ALTITEMID
75827stk02,0.17,ITEMID
25239,0.17,ALTITEMID
75139stk01b,0.39,ITEMID
23421,2.9,ITEMID
25440,0.17,ITEMID
41116stk01,0.57,ITEMID
13586pb02,6.9,ITEMID
13586pb03,7.1,ITEMID
13586pb04,7.1,ITEMID
21566c01pb03,0.75,ITEMID
26061,0.66,ITEMID
3626pb1468,0.54,ITEMID
15272pb01,11.0,ITEMID
15272pb02,11.0,ITEMID
98138pb036,0.11,ITEMID
44375bpb04,2.68,ITEMID
3626pb1469,0.55,ITEMID
3626pb1470,0.55,ITEMID
23405,5.9,ITEMID
25503,0.61,ITEMID
24309,1.21,ITEMID
23996,18.9,ITEMID
3068pb0948,0.5,ITEMID
3068bpb0948,0.5,ALTITEMID
3068pb0949,0.5,ITEMID
3068bpb0949,0.5,ALTITEMID
21561pb07,9.32,ITEMID
24203pb02,12.5,ITEMID
6239pb052,2.4,ITEMID
14718pb004R,1.8,ITEMID
14718pb004L,1.8,ITEMID
24010,5.25,ITEMID
24124,6.08,ITEMID
87544pb029,1.22,ITEMID
24900,7.35,ITEMID
24890,2.18,ITEMID
3039pb093,1.15,ITEMID
24954,5.88,ITEMID
60616pb017,2.9,ITEMID
970c00pb0481,1.18,ITEMID
3626pb1471,0.54,ITEMID
3626cpb1471,0.54,ALTITEMID
88475pb1471,0.54,ALTITEMID
973pb2191c01,1.25,ITEMID
973pb2191,0.82,ITEMID
87079pb0260,0.9,ITEMID
981pb063,0.12,ITEMID
75082stk01b,0.4,ITEMID
75094stk01b,0.6,ITEMID
21334,0.6,ALTITEMID
60058stk01a,0.64,ITEMID
14879,0.64,ALTITEMID
75048stk01b,0.6,ITEMID
76020stk01b,0.5,ITEMID
76026stk01b,0.2,ITEMID
20110,0.2,ALTITEMID
76011stk01b,0.3,ITEMID
18002,0.3,ALTITEMID
76030stk01b,0.2,ITEMID
75920stk01b,0.7,ITEMID
21376,0.7,ALTITEMID
76015stk01b,0.5,ITEMID
76017stk01b,0.3,ITEMID
60797pb03,3.43,ITEMID
93221pb03,1.21,ITEMID
7119pb03,1.21,ALTITEMID
50747pb13,7.3,ITEMID
32474pb005,0.42,ITEMID
32474pb006,0.42,ITEMID
32474pb007,0.42,ITEMID
32474pb008,0.42,ITEMID
45677pb092,2.85,ITEMID
4162pb132,1.06,ITEMID
3003pb088,1.16,ITEMID
3587pb07,2.1,ITEMID
3068pb0950,0.48,ITEMID
3068bpb0950,0.48,ALTITEMID
3068pb0951,0.48,ITEMID
3068bpb0951,0.48,ALTITEMID
3069pb0436,0.26,ITEMID
3069bpb0436,0.26,ALTITEMID
6259pb025,3.92,ITEMID
15068pb048,0.57,ITEMID
15068pb049,0.57,ITEMID
4162pb134,1.06,ITEMID
3068pb0952,0.48,ITEMID
3068bpb0952,0.48,ALTITEMID
14769pb082,0.33,ITEMID
4865pb056,0.5,ITEMID
6179pb098,1.94,ITEMID
4865pb057,0.5,ITEMID
4865pb058,0.5,ITEMID
2431pb0406,0.58,ITEMID
4865pb059,0.46,ITEMID
30562pb040,5.26,ITEMID
30562pb041,5.62,ITEMID
30562pb042,5.62,ITEMID
30562pb043,5.62,ITEMID
23422,0.5,ITEMID
3069pb0437,0.26,ITEMID
3069bpb0437,0.26,ALTITEMID
973pb2192,0.82,ITEMID
60581pb054,2.32,ITEMID
60581pb055,2.32,ITEMID
14769pb083,0.33,ITEMID
6180pb081,3.0,ITEMID
6180pb082,3.0,ITEMID
85984pb103,0.35,ITEMID
85984pb104,0.35,ITEMID
30361pb022b,2.06,ITEMID
553pb023,0.88,ITEMID
3626pb1472,0.54,ITEMID
22410,6.4,ITEMID
76046stk01b,0.32,ITEMID
25752,0.32,ALTITEMID
24250c01pb01,11.28,ITEMID
24902,1.57,ITEMID
75115stk01,0.45,ITEMID
25166,0.45,ALTITEMID
21561,9.32,ITEMID
bb0694c01pb01,12.27,ITEMID
90638pb06L,3.3,ITEMID
90638pb06R,3.3,ITEMID
24226c01,3.8,ITEMID
24235c01,3.8,ITEMID
75902pb08,0.58,ITEMID
70313stk01b,0.2,ITEMID
24447,0.2,ALTITEMID
24093pb002,0.57,ITEMID
3069pb0438,0.26,ITEMID
3069bpb0438,0.26,ALTITEMID
22385pb004,0.6,ITEMID
22484,0.22,ITEMID
67692,0.22,ALTITEMID
67853,0.22,ALTITEMID
3069pb0439,0.3,ITEMID
3069bpb0439,0.3,ALTITEMID
93273pb052,0.5,ITEMID
970c00pb0482,1.18,ITEMID
970c00pb0483,1.18,ITEMID
970c00pb0484,1.18,ITEMID
970c115pb002,1.18,ITEMID
973pb2193c01,1.25,ITEMID
973pb2193,0.82,ITEMID
973pb2194,0.82,ITEMID
973pb2194c01,1.25,ITEMID
973pb2195c01,1.25,ITEMID
973pb2195,0.82,ITEMID
973pb2196,0.82,ITEMID
973pb2196c01,1.25,ITEMID
25505,0.08,ITEMID
41747pb063,2.43,ITEMID
47753pb067,2.0,ITEMID
24144,0.73,ITEMID
2835,0.63,ITEMID
bb0695pb01,0.6,ITEMID
bb0695pb02,0.6,ITEMID
bb0695pb03,0.6,ITEMID
bb0695pb04,0.6,ITEMID
bb0695pb05,0.6,ITEMID
bb0695pb06,0.6,ITEMID
bb0695pb07,0.6,ITEMID
bb0695pb08,0.6,ITEMID
bb0695pb09,0.6,ITEMID
bb0695pb10,0.6,ITEMID
bb0695pb11,0.6,ITEMID
bb0695pb12,0.6,ITEMID
bb0695pb13,0.6,ITEMID
bb0695pb14,0.6,ITEMID
bb0695pb15,0.6,ITEMID
bb0695pb16,0.6,ITEMID
bb0695pb17,0.6,ITEMID
bb0695pb18,0.6,ITEMID
bb0695pb19,0.6,ITEMID
bb0695pb20,0.6,ITEMID
bb0695pb21,0.6,ITEMID
bb0695pb22,0.6,ITEMID
bb0695pb23,0.6,ITEMID
bb0695pb24,0.6,ITEMID
bb0695pb25,0.6,ITEMID
bb0695pb26,0.6,ITEMID
bb0695pb27,0.6,ITEMID
bb0695pb28,0.6,ITEMID
bb0695pb29,0.6,ITEMID
bb0695pb30,0.6,ITEMID
bb0695pb31,0.6,ITEMID
bb0695pb32,0.6,ITEMID
bb0695pb33,0.6,ITEMID
bb0695pb34,0.6,ITEMID
bb0695pb35,0.6,ITEMID
bb0695pb36,0.6,ITEMID
bb0695pb37,0.6,ITEMID
bb0695pb38,0.6,ITEMID
bb0695pb39,0.6,ITEMID
bb0695pb40,0.6,ITEMID
bb0695pb41,0.6,ITEMID
bb0695pb42,0.6,ITEMID
bb0695pb43,0.6,ITEMID
bb0695pb44,0.6,ITEMID
bb0695pb45,0.6,ITEMID
bb0695pb46,0.6,ITEMID
bb0695pb47,0.6,ITEMID
bb0695pb48,0.6,ITEMID
bb0695pb49,0.6,ITEMID
bb0695pb50,0.6,ITEMID
bb0695pb51,0.6,ITEMID
bb0695pb52,0.6,ITEMID
bb0695pb53,0.6,ITEMID
bb0695pb54,0.6,ITEMID
bb0695pb55,0.6,ITEMID
bb0695pb56,0.6,ITEMID
bb0695pb57,0.6,ITEMID
bb0695pb58,0.6,ITEMID
bb0695pb59,0.6,ITEMID
bb0695pb60,0.6,ITEMID
bb0695pb61,0.6,ITEMID
bb0695pb62,0.6,ITEMID
bb0695pb63,0.6,ITEMID
bb0695pb64,0.6,ITEMID
bb0695pb65,0.6,ITEMID
bb0695pb66,0.6,ITEMID
bb0695pb67,0.6,ITEMID
bb0695pb68,0.6,ITEMID
bb0695pb69,0.6,ITEMID
bb0695pb70,0.6,ITEMID
44676pb028R,0.38,ITEMID
44676pb028L,0.38,ITEMID
41748pb063,2.43,ITEMID
2335pb142,0.63,ITEMID
x1435pb020R,3.0,ITEMID
x1435pb020L,3.0,ITEMID
11203pb014,0.62,ITEMID
11203pb015,0.62,ITEMID
63864pb039,0.4,ITEMID
4286pb022,1.0,ITEMID
4286pb023,1.0,ITEMID
15068pb050,0.57,ITEMID
15068pb051,0.57,ITEMID
3068pb0953,0.49,ITEMID
3068bpb0953,0.49,ALTITEMID
3626pb1473,0.54,ITEMID
6180pb083,2.95,ITEMID
22487,1.04,ITEMID
87079pb0261,0.9,ITEMID
21560pb01,1.97,ITEMID
14769pb084,0.33,ITEMID
24195pb01,13.92,ITEMID
30350bpb022,0.99,ITEMID
21561pb08,9.32,ITEMID
3626pb1474,0.54,ITEMID
973pb2197c01,1.25,ITEMID
22487c01,1.2,ITEMID
15391c02,0.72,ITEMID
30292pb021,2.75,ITEMID
30292pb022,2.75,ITEMID
30292pb023,2.75,ITEMID
30292pb024,2.75,ITEMID
85941pb005,4.1,ITEMID
14769pb085,0.33,ITEMID
6239pb053R,2.4,ITEMID
6239pb053L,2.4,ITEMID
71311stk01,0.6,ITEMID
973pb2197,0.82,ITEMID
973pb2198c01,1.25,ITEMID
973pb2199c01,1.25,ITEMID
24193pb01,8.0,ITEMID
24193pb02,8.0,ITEMID
24193pb03,8.1,ITEMID
24193pb04,8.1,ITEMID
24193pb05,8.1,ITEMID
24193pb06,8.1,ITEMID
24154pb01,3.0,ITEMID
24154pb02,3.0,ITEMID
24157pb02,3.4,ITEMID
24157pb01,3.4,ITEMID
24155pb01,3.1,ITEMID
24155pb02,3.1,ITEMID
24160pb02,3.5,ITEMID
24160pb01,3.5,ITEMID
24150pb01,3.6,ITEMID
24150pb02,3.6,ITEMID
24165pb01,2.7,ITEMID
24165pb03,2.7,ITEMID
24165pb04,2.7,ITEMID
24165pb05,2.7,ITEMID
24166pb05,2.3,ITEMID
24166pb04,2.3,ITEMID
24166pb02,2.3,ITEMID
24166pb01,2.3,ITEMID
24187,1.1,ITEMID
24190,5.4,ITEMID
24189,3.1,ITEMID
24162pb01,5.5,ITEMID
24191,3.8,ITEMID
24162pb02,5.5,ITEMID
24162pb03,5.5,ITEMID
24162pb04,5.5,ITEMID
24162pb05,5.5,ITEMID
24162pb06,5.5,ITEMID
98603pb023,3.1,ITEMID
24188,3.6,ITEMID
24192,3.4,ITEMID
24164pb01,3.0,ITEMID
41114stk01a,0.2,ITEMID
3069pb0440,0.26,ITEMID
3069bpb0440,0.26,ALTITEMID
98138pb037,0.12,ITEMID
35381pb037,0.12,ALTITEMID
98138pb038,0.12,ITEMID
41118stk01,0.84,ITEMID
25461,0.84,ALTITEMID
973pb2199,0.82,ITEMID
973pb2198,0.82,ITEMID
3960pb035,1.2,ITEMID
44126pb039,2.7,ITEMID
23186,0.45,ITEMID
41117stk01,1.44,ITEMID
973pb2200c01,1.25,ITEMID
3626pb1475,0.54,ITEMID
973pb2201c01,1.25,ITEMID
970c77pb06,1.18,ITEMID
18827,1.47,ITEMID
46602,1.47,ALTITEMID
16497pb03,0.2,ITEMID
11538pb03,0.75,ITEMID
30408pb11,1.06,ITEMID
30408pb12,1.06,ITEMID
24217,1.0,ITEMID
28957,1.0,ALTITEMID
x903pb04,0.7,ITEMID
47545pb04,0.7,ALTITEMID
3626pb1476,0.54,ITEMID
970c01pb38,1.18,ITEMID
970c69pb14,1.18,ITEMID
970c00pb0486,1.18,ITEMID
973pb2202c01,1.25,ITEMID
973pb2202,0.82,ITEMID
973pb2203c01,1.25,ITEMID
973pb2203,0.82,ITEMID
973pb2204c01,1.25,ITEMID
973pb2204,0.82,ITEMID
973pb2205c01,1.25,ITEMID
973pb2205,0.82,ITEMID
3940a,1.06,ITEMID
3940b,1.0,ITEMID
19798,1.0,ALTITEMID
973pb2200,0.82,ITEMID
973pb2201,0.82,ITEMID
14769pb086,0.33,ITEMID
70324stk01,0.7,ITEMID
25517,0.7,ALTITEMID
22387,7.16,ITEMID
22385pb005,0.6,ITEMID
22385pb006,0.6,ITEMID
3069pb0441,0.26,ITEMID
3069bpb0441,0.26,ALTITEMID
3069pb0442,0.26,ITEMID
3069bpb0442,0.26,ALTITEMID
24093pb003,0.57,ITEMID
25514,0.12,ITEMID
15490pb02,0.67,ITEMID
973pb2206c01,1.25,ITEMID
973pb2206,0.82,ITEMID
16640pb05,0.85,ITEMID
16640pb06,0.85,ITEMID
3626pb1478,0.54,ITEMID
